id,title,description,link,image_link,price,availability,condition
629ef7b4ec8d8342fcae09b7:629ef7b4ec8d8342fcae09c0,FM SHOES 鋸齒馬銜釦樂福鞋 黑(36-42),版 型 標準版(但腳版偏寬偏肉喜歡舒適可以大一號)   產 地 韓國設計，中國製   鞋 面 超纖皮料   內 裏 透氣人造豚皮鞋墊+舒適乳膠內墊   鞋 底 橡膠防滑刻紋底   重 量 850公克 跟 型     筒 高,https://www.fmshoes.com.tw/products/629ef7b4ec8d8342fcae09b7?variation=629ef7b4ec8d8342fcae09c0,https://img.shoplineapp.com/media/image_clips/63918c8ecd70120e8fa8c3ff/original.jpg?1670483085,1480 TWD,in stock,new
629ef7b4ec8d8342fcae09b7:629ef7b4ec8d8342fcae09c2,FM SHOES 鋸齒馬銜釦樂福鞋 黑(36-42),版 型 標準版(但腳版偏寬偏肉喜歡舒適可以大一號)   產 地 韓國設計，中國製   鞋 面 超纖皮料   內 裏 透氣人造豚皮鞋墊+舒適乳膠內墊   鞋 底 橡膠防滑刻紋底   重 量 850公克 跟 型     筒 高,https://www.fmshoes.com.tw/products/629ef7b4ec8d8342fcae09b7?variation=629ef7b4ec8d8342fcae09c2,https://img.shoplineapp.com/media/image_clips/63918c8ecd70120e8fa8c3ff/original.jpg?1670483085,1480 TWD,in stock,new
629ef7b4ec8d8342fcae09b7:629ef7b4ec8d8342fcae09c4,FM SHOES 鋸齒馬銜釦樂福鞋 黑(36-42),版 型 標準版(但腳版偏寬偏肉喜歡舒適可以大一號)   產 地 韓國設計，中國製   鞋 面 超纖皮料   內 裏 透氣人造豚皮鞋墊+舒適乳膠內墊   鞋 底 橡膠防滑刻紋底   重 量 850公克 跟 型     筒 高,https://www.fmshoes.com.tw/products/629ef7b4ec8d8342fcae09b7?variation=629ef7b4ec8d8342fcae09c4,https://img.shoplineapp.com/media/image_clips/63918c8ecd70120e8fa8c3ff/original.jpg?1670483085,1480 TWD,in stock,new
629ef7b4ec8d8342fcae09b7:629ef7b4ec8d8342fcae09c6,FM SHOES 鋸齒馬銜釦樂福鞋 黑(36-42),版 型 標準版(但腳版偏寬偏肉喜歡舒適可以大一號)   產 地 韓國設計，中國製   鞋 面 超纖皮料   內 裏 透氣人造豚皮鞋墊+舒適乳膠內墊   鞋 底 橡膠防滑刻紋底   重 量 850公克 跟 型     筒 高,https://www.fmshoes.com.tw/products/629ef7b4ec8d8342fcae09b7?variation=629ef7b4ec8d8342fcae09c6,https://img.shoplineapp.com/media/image_clips/63918c8ecd70120e8fa8c3ff/original.jpg?1670483085,1480 TWD,in stock,new
629ef7b4ec8d8342fcae09b7:629ef7b4ec8d8342fcae09c8,FM SHOES 鋸齒馬銜釦樂福鞋 黑(36-42),版 型 標準版(但腳版偏寬偏肉喜歡舒適可以大一號)   產 地 韓國設計，中國製   鞋 面 超纖皮料   內 裏 透氣人造豚皮鞋墊+舒適乳膠內墊   鞋 底 橡膠防滑刻紋底   重 量 850公克 跟 型     筒 高,https://www.fmshoes.com.tw/products/629ef7b4ec8d8342fcae09b7?variation=629ef7b4ec8d8342fcae09c8,https://img.shoplineapp.com/media/image_clips/63918c8ecd70120e8fa8c3ff/original.jpg?1670483085,1480 TWD,in stock,new
629ef7b4ec8d8342fcae09b7:629ef7b4ec8d8342fcae09ca,FM SHOES 鋸齒馬銜釦樂福鞋 黑(36-42),版 型 標準版(但腳版偏寬偏肉喜歡舒適可以大一號)   產 地 韓國設計，中國製   鞋 面 超纖皮料   內 裏 透氣人造豚皮鞋墊+舒適乳膠內墊   鞋 底 橡膠防滑刻紋底   重 量 850公克 跟 型     筒 高,https://www.fmshoes.com.tw/products/629ef7b4ec8d8342fcae09b7?variation=629ef7b4ec8d8342fcae09ca,https://img.shoplineapp.com/media/image_clips/63918c8ecd70120e8fa8c3ff/original.jpg?1670483085,1480 TWD,in stock,new
629ef7b4ec8d8342fcae09b7:629ef7b5ec8d8342fcae09cc,FM SHOES 鋸齒馬銜釦樂福鞋 黑(36-42),版 型 標準版(但腳版偏寬偏肉喜歡舒適可以大一號)   產 地 韓國設計，中國製   鞋 面 超纖皮料   內 裏 透氣人造豚皮鞋墊+舒適乳膠內墊   鞋 底 橡膠防滑刻紋底   重 量 850公克 跟 型     筒 高,https://www.fmshoes.com.tw/products/629ef7b4ec8d8342fcae09b7?variation=629ef7b5ec8d8342fcae09cc,https://img.shoplineapp.com/media/image_clips/63918c8ecd70120e8fa8c3ff/original.jpg?1670483085,1480 TWD,in stock,new
629ef7b6ec8d8342fcae09d4:629ef7b6ec8d8342fcae09e2,NEUTRAL 厚底小白鞋(36-41),版 型 標準版(照原本尺寸購買)   產 地 台灣   鞋 面 仿牛紋面料   內 裏 網布乳膠記憶鞋墊   鞋 底 橡膠防滑膠底   重 量 850公克 跟 型     筒 高  筒 圍  踝 圍,https://www.fmshoes.com.tw/products/629ef7b6ec8d8342fcae09d4?variation=629ef7b6ec8d8342fcae09e2,https://img.shoplineapp.com/media/image_clips/695767b14dceff311af53c97/original.jpg?1767335857=&owner_id=627e1d404e691000311b0a4f,1680 TWD,in stock,new
629ef7e2ec8d8342fcae0c3f:629ef7e3ec8d8342fcae0c4e,ARCH 半型減壓足弓墊,版 型    產 地 台灣   鞋 面 仿牛紋面料   內 裏 舒適乳膠墊   鞋 底 橡膠+魔鬼氈   重 量 200公克 跟 型     筒 高  筒 圍  踝 圍    前跟,https://www.fmshoes.com.tw/products/629ef7e2ec8d8342fcae0c3f?variation=629ef7e3ec8d8342fcae0c4e,https://img.shoplineapp.com/media/image_clips/694361f042e8b058b32786b3/original.jpg?1766023664=&owner_id=627e1d404e691000311b0a4f,1780 TWD,in stock,new
629ef7e2ec8d8342fcae0c3f:629ef7e3ec8d8342fcae0c50,ARCH 半型減壓足弓墊,版 型    產 地 台灣   鞋 面 仿牛紋面料   內 裏 舒適乳膠墊   鞋 底 橡膠+魔鬼氈   重 量 200公克 跟 型     筒 高  筒 圍  踝 圍    前跟,https://www.fmshoes.com.tw/products/629ef7e2ec8d8342fcae0c3f?variation=629ef7e3ec8d8342fcae0c50,https://img.shoplineapp.com/media/image_clips/694361f042e8b058b32786b3/original.jpg?1766023664=&owner_id=627e1d404e691000311b0a4f,1780 TWD,in stock,new
629ef7e2ec8d8342fcae0c3f:629ef7e3ec8d8342fcae0c52,ARCH 半型減壓足弓墊,版 型    產 地 台灣   鞋 面 仿牛紋面料   內 裏 舒適乳膠墊   鞋 底 橡膠+魔鬼氈   重 量 200公克 跟 型     筒 高  筒 圍  踝 圍    前跟,https://www.fmshoes.com.tw/products/629ef7e2ec8d8342fcae0c3f?variation=629ef7e3ec8d8342fcae0c52,https://img.shoplineapp.com/media/image_clips/694361f042e8b058b32786b3/original.jpg?1766023664=&owner_id=627e1d404e691000311b0a4f,1780 TWD,in stock,new
629ef7e2ec8d8342fcae0c3f:629ef7e4ec8d8342fcae0c5a,ARCH 半型減壓足弓墊,版 型    產 地 台灣   鞋 面 仿牛紋面料   內 裏 舒適乳膠墊   鞋 底 橡膠+魔鬼氈   重 量 200公克 跟 型     筒 高  筒 圍  踝 圍    前跟,https://www.fmshoes.com.tw/products/629ef7e2ec8d8342fcae0c3f?variation=629ef7e4ec8d8342fcae0c5a,https://img.shoplineapp.com/media/image_clips/694361f042e8b058b32786b3/original.jpg?1766023664=&owner_id=627e1d404e691000311b0a4f,1780 TWD,in stock,new
629ef7e2ec8d8342fcae0c3f:629ef7e4ec8d8342fcae0c5c,ARCH 半型減壓足弓墊,版 型    產 地 台灣   鞋 面 仿牛紋面料   內 裏 舒適乳膠墊   鞋 底 橡膠+魔鬼氈   重 量 200公克 跟 型     筒 高  筒 圍  踝 圍    前跟,https://www.fmshoes.com.tw/products/629ef7e2ec8d8342fcae0c3f?variation=629ef7e4ec8d8342fcae0c5c,https://img.shoplineapp.com/media/image_clips/694361f042e8b058b32786b3/original.jpg?1766023664=&owner_id=627e1d404e691000311b0a4f,1780 TWD,in stock,new
629ef7e2ec8d8342fcae0c3f:629ef7e4ec8d8342fcae0c5e,ARCH 半型減壓足弓墊,版 型    產 地 台灣   鞋 面 仿牛紋面料   內 裏 舒適乳膠墊   鞋 底 橡膠+魔鬼氈   重 量 200公克 跟 型     筒 高  筒 圍  踝 圍    前跟,https://www.fmshoes.com.tw/products/629ef7e2ec8d8342fcae0c3f?variation=629ef7e4ec8d8342fcae0c5e,https://img.shoplineapp.com/media/image_clips/694361f042e8b058b32786b3/original.jpg?1766023664=&owner_id=627e1d404e691000311b0a4f,1780 TWD,in stock,new
629ef7e5ec8d8342fcae0c64:629ef7e6ec8d8342fcae0c73,ARCH 全型減壓足弓墊,版 型    產 地 台灣   鞋 面 仿牛紋面料   內 裏 舒適乳膠墊   鞋 底 橡膠   重 量 200公克 跟 型     筒 高  筒 圍  踝 圍    前跟高,https://www.fmshoes.com.tw/products/629ef7e5ec8d8342fcae0c64?variation=629ef7e6ec8d8342fcae0c73,https://img.shoplineapp.com/media/image_clips/64911f930d4cef0023ba6884/original.jpg?1687232403,1980 TWD,in stock,new
629ef7e5ec8d8342fcae0c64:629ef7e6ec8d8342fcae0c75,ARCH 全型減壓足弓墊,版 型    產 地 台灣   鞋 面 仿牛紋面料   內 裏 舒適乳膠墊   鞋 底 橡膠   重 量 200公克 跟 型     筒 高  筒 圍  踝 圍    前跟高,https://www.fmshoes.com.tw/products/629ef7e5ec8d8342fcae0c64?variation=629ef7e6ec8d8342fcae0c75,https://img.shoplineapp.com/media/image_clips/64911f930d4cef0023ba6884/original.jpg?1687232403,1980 TWD,in stock,new
629ef7e5ec8d8342fcae0c64:629ef7e6ec8d8342fcae0c77,ARCH 全型減壓足弓墊,版 型    產 地 台灣   鞋 面 仿牛紋面料   內 裏 舒適乳膠墊   鞋 底 橡膠   重 量 200公克 跟 型     筒 高  筒 圍  踝 圍    前跟高,https://www.fmshoes.com.tw/products/629ef7e5ec8d8342fcae0c64?variation=629ef7e6ec8d8342fcae0c77,https://img.shoplineapp.com/media/image_clips/64911f930d4cef0023ba6884/original.jpg?1687232403,1980 TWD,in stock,new
629ef7e5ec8d8342fcae0c64:629ef7e6ec8d8342fcae0c79,ARCH 全型減壓足弓墊,版 型    產 地 台灣   鞋 面 仿牛紋面料   內 裏 舒適乳膠墊   鞋 底 橡膠   重 量 200公克 跟 型     筒 高  筒 圍  踝 圍    前跟高,https://www.fmshoes.com.tw/products/629ef7e5ec8d8342fcae0c64?variation=629ef7e6ec8d8342fcae0c79,https://img.shoplineapp.com/media/image_clips/64911f930d4cef0023ba6884/original.jpg?1687232403,1980 TWD,in stock,new
629ef7e5ec8d8342fcae0c64:629ef7e6ec8d8342fcae0c7b,ARCH 全型減壓足弓墊,版 型    產 地 台灣   鞋 面 仿牛紋面料   內 裏 舒適乳膠墊   鞋 底 橡膠   重 量 200公克 跟 型     筒 高  筒 圍  踝 圍    前跟高,https://www.fmshoes.com.tw/products/629ef7e5ec8d8342fcae0c64?variation=629ef7e6ec8d8342fcae0c7b,https://img.shoplineapp.com/media/image_clips/64911f930d4cef0023ba6884/original.jpg?1687232403,1980 TWD,in stock,new
629ef7e5ec8d8342fcae0c64:629ef7e7ec8d8342fcae0c7d,ARCH 全型減壓足弓墊,版 型    產 地 台灣   鞋 面 仿牛紋面料   內 裏 舒適乳膠墊   鞋 底 橡膠   重 量 200公克 跟 型     筒 高  筒 圍  踝 圍    前跟高,https://www.fmshoes.com.tw/products/629ef7e5ec8d8342fcae0c64?variation=629ef7e7ec8d8342fcae0c7d,https://img.shoplineapp.com/media/image_clips/64911f930d4cef0023ba6884/original.jpg?1687232403,1980 TWD,in stock,new
629ef7e5ec8d8342fcae0c64:629ef7e7ec8d8342fcae0c7f,ARCH 全型減壓足弓墊,版 型    產 地 台灣   鞋 面 仿牛紋面料   內 裏 舒適乳膠墊   鞋 底 橡膠   重 量 200公克 跟 型     筒 高  筒 圍  踝 圍    前跟高,https://www.fmshoes.com.tw/products/629ef7e5ec8d8342fcae0c64?variation=629ef7e7ec8d8342fcae0c7f,https://img.shoplineapp.com/media/image_clips/64911f930d4cef0023ba6884/original.jpg?1687232403,1980 TWD,in stock,new
629ef7e5ec8d8342fcae0c64:629ef7e7ec8d8342fcae0c81,ARCH 全型減壓足弓墊,版 型    產 地 台灣   鞋 面 仿牛紋面料   內 裏 舒適乳膠墊   鞋 底 橡膠   重 量 200公克 跟 型     筒 高  筒 圍  踝 圍    前跟高,https://www.fmshoes.com.tw/products/629ef7e5ec8d8342fcae0c64?variation=629ef7e7ec8d8342fcae0c81,https://img.shoplineapp.com/media/image_clips/64911f930d4cef0023ba6884/original.jpg?1687232403,1980 TWD,in stock,new
629ef7e5ec8d8342fcae0c64:629ef7e7ec8d8342fcae0c83,ARCH 全型減壓足弓墊,版 型    產 地 台灣   鞋 面 仿牛紋面料   內 裏 舒適乳膠墊   鞋 底 橡膠   重 量 200公克 跟 型     筒 高  筒 圍  踝 圍    前跟高,https://www.fmshoes.com.tw/products/629ef7e5ec8d8342fcae0c64?variation=629ef7e7ec8d8342fcae0c83,https://img.shoplineapp.com/media/image_clips/64911f930d4cef0023ba6884/original.jpg?1687232403,1980 TWD,in stock,new
629ef815ec8d8342fcae0eeb:629ef816ec8d8342fcae0f04,FM SHOES 萊卡內刷毛拼接高跟長靴 黑(36-42),版 型 正常版(照原本尺寸購買)   產 地 韓國設計，中國製   鞋 面 萊卡+超纖皮料   內 裏 全筒絨毛內裡   鞋 底 橡膠防滑膠底   重 量 1250公克 跟 型     筒 高  筒 圍  踝,https://www.fmshoes.com.tw/products/629ef815ec8d8342fcae0eeb?variation=629ef816ec8d8342fcae0f04,https://img.shoplineapp.com/media/image_clips/637dcb3aea0973002b6f7c2d/original.jpg?1669188410,1680 TWD,in stock,new
629ef815ec8d8342fcae0eeb:629ef816ec8d8342fcae0f06,FM SHOES 萊卡內刷毛拼接高跟長靴 黑(36-42),版 型 正常版(照原本尺寸購買)   產 地 韓國設計，中國製   鞋 面 萊卡+超纖皮料   內 裏 全筒絨毛內裡   鞋 底 橡膠防滑膠底   重 量 1250公克 跟 型     筒 高  筒 圍  踝,https://www.fmshoes.com.tw/products/629ef815ec8d8342fcae0eeb?variation=629ef816ec8d8342fcae0f06,https://img.shoplineapp.com/media/image_clips/637dcb3aea0973002b6f7c2d/original.jpg?1669188410,1680 TWD,in stock,new
629ef81aec8d8342fcae0f3e:629ef81aec8d8342fcae0f45,NEUTRAL 免綁帶穆勒小白鞋 米白,NEUTRAL 免綁帶穆勒小白鞋，經典米白款。穆勒款式簡單穿脫，免綁帶輕鬆便利。創新透氣按摩鞋墊，止滑的鞋底設計。為您的日常穿著，提供時尚與舒適兼具。,https://www.fmshoes.com.tw/products/629ef81aec8d8342fcae0f3e?variation=629ef81aec8d8342fcae0f45,https://img.shoplineapp.com/media/image_clips/64c22aae05ba9c000d50577b/original.jpg?1690446510,1280 TWD,in stock,new
629ef81aec8d8342fcae0f3e:629ef81bec8d8342fcae0f49,NEUTRAL 免綁帶穆勒小白鞋 米白,NEUTRAL 免綁帶穆勒小白鞋，經典米白款。穆勒款式簡單穿脫，免綁帶輕鬆便利。創新透氣按摩鞋墊，止滑的鞋底設計。為您的日常穿著，提供時尚與舒適兼具。,https://www.fmshoes.com.tw/products/629ef81aec8d8342fcae0f3e?variation=629ef81bec8d8342fcae0f49,https://img.shoplineapp.com/media/image_clips/64c22aae05ba9c000d50577b/original.jpg?1690446510,1280 TWD,in stock,new
629ef81aec8d8342fcae0f3e:629ef81bec8d8342fcae0f4b,NEUTRAL 免綁帶穆勒小白鞋 米白,NEUTRAL 免綁帶穆勒小白鞋，經典米白款。穆勒款式簡單穿脫，免綁帶輕鬆便利。創新透氣按摩鞋墊，止滑的鞋底設計。為您的日常穿著，提供時尚與舒適兼具。,https://www.fmshoes.com.tw/products/629ef81aec8d8342fcae0f3e?variation=629ef81bec8d8342fcae0f4b,https://img.shoplineapp.com/media/image_clips/64c22aae05ba9c000d50577b/original.jpg?1690446510,1280 TWD,in stock,new
629ef81aec8d8342fcae0f3e:629ef81bec8d8342fcae0f4d,NEUTRAL 免綁帶穆勒小白鞋 米白,NEUTRAL 免綁帶穆勒小白鞋，經典米白款。穆勒款式簡單穿脫，免綁帶輕鬆便利。創新透氣按摩鞋墊，止滑的鞋底設計。為您的日常穿著，提供時尚與舒適兼具。,https://www.fmshoes.com.tw/products/629ef81aec8d8342fcae0f3e?variation=629ef81bec8d8342fcae0f4d,https://img.shoplineapp.com/media/image_clips/64c22aae05ba9c000d50577b/original.jpg?1690446510,1280 TWD,in stock,new
629ef824ec8d8342fcae0fba:629ef824ec8d8342fcae0fc3,NEUTRAL 水洗帆布氣墊鞋 黑(36-43),版 型 正常版(但腳版偏寬偏肉喜歡舒適可以大一號)   產 地 台灣   鞋 面 厚織帆布面料   內 裏 吸汗除臭腳床造型鞋墊   鞋 底 真氣墊防滑鞋底   重 量 900公克 跟 型     筒 高  筒 圍,https://www.fmshoes.com.tw/products/629ef824ec8d8342fcae0fba?variation=629ef824ec8d8342fcae0fc3,https://img.shoplineapp.com/media/image_clips/66dab779e60e530016d861ac/original.jpg?1725609849,1480 TWD,in stock,new
629ef824ec8d8342fcae0fba:629ef825ec8d8342fcae0fc5,NEUTRAL 水洗帆布氣墊鞋 黑(36-43),版 型 正常版(但腳版偏寬偏肉喜歡舒適可以大一號)   產 地 台灣   鞋 面 厚織帆布面料   內 裏 吸汗除臭腳床造型鞋墊   鞋 底 真氣墊防滑鞋底   重 量 900公克 跟 型     筒 高  筒 圍,https://www.fmshoes.com.tw/products/629ef824ec8d8342fcae0fba?variation=629ef825ec8d8342fcae0fc5,https://img.shoplineapp.com/media/image_clips/66dab779e60e530016d861ac/original.jpg?1725609849,1480 TWD,in stock,new
629ef824ec8d8342fcae0fba:629ef825ec8d8342fcae0fc7,NEUTRAL 水洗帆布氣墊鞋 黑(36-43),版 型 正常版(但腳版偏寬偏肉喜歡舒適可以大一號)   產 地 台灣   鞋 面 厚織帆布面料   內 裏 吸汗除臭腳床造型鞋墊   鞋 底 真氣墊防滑鞋底   重 量 900公克 跟 型     筒 高  筒 圍,https://www.fmshoes.com.tw/products/629ef824ec8d8342fcae0fba?variation=629ef825ec8d8342fcae0fc7,https://img.shoplineapp.com/media/image_clips/66dab779e60e530016d861ac/original.jpg?1725609849,1480 TWD,in stock,new
629ef824ec8d8342fcae0fba:629ef825ec8d8342fcae0fc9,NEUTRAL 水洗帆布氣墊鞋 黑(36-43),版 型 正常版(但腳版偏寬偏肉喜歡舒適可以大一號)   產 地 台灣   鞋 面 厚織帆布面料   內 裏 吸汗除臭腳床造型鞋墊   鞋 底 真氣墊防滑鞋底   重 量 900公克 跟 型     筒 高  筒 圍,https://www.fmshoes.com.tw/products/629ef824ec8d8342fcae0fba?variation=629ef825ec8d8342fcae0fc9,https://img.shoplineapp.com/media/image_clips/66dab779e60e530016d861ac/original.jpg?1725609849,1480 TWD,in stock,new
629ef834ec8d8342fcae1088:629ef836ec8d8342fcae10a7,FM SHOES 圓頭平底包鞋 黑(36-40),版 型偏大版(小一號購買) 產 地台灣 鞋 面仿牛紋面料 內 裏麂皮布內裡+舒適乳膠鞋墊 鞋 底橡膠防滑膠底 重 量550公克跟 型 筒 高筒 圍踝 圍 前跟高後跟高1cm內增高,https://www.fmshoes.com.tw/products/629ef834ec8d8342fcae1088?variation=629ef836ec8d8342fcae10a7,https://img.shoplineapp.com/media/image_clips/637eecad042156001c9f4ae2/original.jpg?1669262509,780 TWD,in stock,new
629ef834ec8d8342fcae1088:629ef836ec8d8342fcae10a9,FM SHOES 圓頭平底包鞋 黑(36-40),版 型偏大版(小一號購買) 產 地台灣 鞋 面仿牛紋面料 內 裏麂皮布內裡+舒適乳膠鞋墊 鞋 底橡膠防滑膠底 重 量550公克跟 型 筒 高筒 圍踝 圍 前跟高後跟高1cm內增高,https://www.fmshoes.com.tw/products/629ef834ec8d8342fcae1088?variation=629ef836ec8d8342fcae10a9,https://img.shoplineapp.com/media/image_clips/637eecad042156001c9f4ae2/original.jpg?1669262509,780 TWD,in stock,new
629ef834ec8d8342fcae1088:629ef836ec8d8342fcae10ab,FM SHOES 圓頭平底包鞋 黑(36-40),版 型偏大版(小一號購買) 產 地台灣 鞋 面仿牛紋面料 內 裏麂皮布內裡+舒適乳膠鞋墊 鞋 底橡膠防滑膠底 重 量550公克跟 型 筒 高筒 圍踝 圍 前跟高後跟高1cm內增高,https://www.fmshoes.com.tw/products/629ef834ec8d8342fcae1088?variation=629ef836ec8d8342fcae10ab,https://img.shoplineapp.com/media/image_clips/637eecad042156001c9f4ae2/original.jpg?1669262509,780 TWD,in stock,new
629ef834ec8d8342fcae1088:629ef836ec8d8342fcae10ad,FM SHOES 圓頭平底包鞋 黑(36-40),版 型偏大版(小一號購買) 產 地台灣 鞋 面仿牛紋面料 內 裏麂皮布內裡+舒適乳膠鞋墊 鞋 底橡膠防滑膠底 重 量550公克跟 型 筒 高筒 圍踝 圍 前跟高後跟高1cm內增高,https://www.fmshoes.com.tw/products/629ef834ec8d8342fcae1088?variation=629ef836ec8d8342fcae10ad,https://img.shoplineapp.com/media/image_clips/637eecad042156001c9f4ae2/original.jpg?1669262509,780 TWD,in stock,new
